age,industry,gender,race,job,timestamp,experience_overall_years,experience_field_years,education
35-44,Utilities & Telecommunications,Man,White,Senior Treasury Accountant,4/28/2021 12:05:16,11 - 20 years,5-7 years,College degree
35-44,Family office ,Woman,White,Executive and Personal Assistant & Operations ,11/21/2021 7:52:07,11 - 20 years,11 - 20 years,College degree
55-64,Computing or Tech,Woman,White,Founder,2/9/2024 11:32:58,31 - 40 years,11 - 20 years,Some college
35-44,Biotechnology,Woman,White,Software Product Manager,4/27/2021 17:42:52,5-7 years,2 - 4 years,PhD
25-34,Diagnostic Medical Devices,Man,Another option not listed here or prefer not to answer,Test Engineer,4/28/2021 16:47:20,2 - 4 years,1 year or less,Master's degree
35-44,Law,Woman,Asian or Asian American,Attorney ,4/28/2021 17:07:14,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
25-34,Government and Public Administration,Woman,"Asian or Asian American, White",Economic Development Planner,4/29/2021 11:32:48,5-7 years,2 - 4 years,Master's degree
18-24,Computing or Tech,Woman,Black or African American,Brand Asset Manager,4/29/2021 21:33:34,2 - 4 years,2 - 4 years,Master's degree
25-34,Philanthropy,Woman,White,Senior Program Support Associate,4/27/2021 11:07:28,2 - 4 years,2 - 4 years,Master's degree
25-34,Nonprofits,Man,White,System administrator,4/28/2021 10:58:48,8 - 10 years,2 - 4 years,College degree
45-54,Computing or Tech,Woman,White,Software Engineer 2,4/28/2021 15:42:28,21 - 30 years,11 - 20 years,College degree
25-34,"Marketing, Advertising & PR",Woman,White,Vice President,4/27/2021 11:26:55,5-7 years,5-7 years,College degree
35-44,Health care,Woman,White,Associate Director of Marketing,5/3/2021 21:50:55,11 - 20 years,5-7 years,College degree
18-24,Education (Higher Education),Woman,White,Research Assistant,4/28/2021 19:43:57,2 - 4 years,2 - 4 years,College degree
25-34,mortgage,Woman,White,mortgage coordinator,4/28/2021 11:21:45,5-7 years,1 year or less,College degree
35-44,Nonprofits,Woman,White,Director of Advocacy,4/28/2021 18:30:04,11 - 20 years,11 - 20 years,College degree
25-34,Law,Woman,White,Associate Attorney,4/29/2021 13:03:21,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
25-34,Computing or Tech,Non-binary,"Middle Eastern or Northern African, White",QA Lead,4/28/2021 16:14:16,5-7 years,5-7 years,Some college
25-34,Nonprofits,Woman,White,Security Analyst,5/6/2021 10:00:12,2 - 4 years,2 - 4 years,Master's degree
18-24,Nonprofits,Woman,"Hispanic, Latino, or Spanish origin, White",Client Relations Coordinator,5/1/2021 7:13:10,2 - 4 years,2 - 4 years,College degree
45-54,Engineering or Manufacturing,Man,White,Database Administrator,4/29/2021 0:29:37,31 - 40 years,8 - 10 years,Master's degree
35-44,Government and Public Administration,Woman,White,Office Administrator ,4/29/2021 5:25:27,21 - 30 years,21 - 30 years,High School
25-34,Education (Primary/Secondary),Woman,Asian or Asian American,Teacher,4/28/2021 18:18:03,5-7 years,2 - 4 years,Master's degree
18-24,Computing or Tech,Man,Asian or Asian American,Consultant,3/30/2022 20:35:48,1 year or less,1 year or less,Master's degree
45-54,"Accounting, Banking & Finance",Woman,White,SENIOR ACCOUNTANT ,4/27/2021 11:24:33,11 - 20 years,11 - 20 years,College degree
35-44,Business or Consulting,Non-binary,White,Senior Software Engineer,4/29/2021 20:34:59,8 - 10 years,8 - 10 years,PhD
25-34,Computing or Tech,Man,White,Data Analyst ,4/28/2021 1:42:16,2 - 4 years,2 - 4 years,College degree
35-44,Insurance,Woman,White,Senior underwriting associate,4/28/2021 7:48:43,11 - 20 years,11 - 20 years,College degree
35-44,Utilities & Telecommunications,Woman,White,Environmental Supervisor ,4/28/2021 22:01:57,11 - 20 years,11 - 20 years,Master's degree
18-24,Education (Higher Education),Woman,White,Doctoral Researcher,4/28/2021 20:46:10,2 - 4 years,2 - 4 years,Master's degree
35-44,Law,Woman,White,"Director, legal counsel",4/27/2021 17:50:26,21 - 30 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
25-34,Nonprofits,Woman,White,Marketing Director,4/27/2021 12:13:53,11 - 20 years,8 - 10 years,College degree
35-44,Media & Digital,Woman,White,Creative Media Developer,5/5/2021 15:59:15,21 - 30 years,5-7 years,College degree
35-44,Business or Consulting,Woman,White,Regional Planning Manager,4/27/2021 12:27:44,11 - 20 years,8 - 10 years,PhD
25-34,Real Estate Affordable Housing,Woman,"Black or African American, Hispanic, Latino, or Spanish origin",Director of Marketing & Compliance,4/28/2021 23:56:26,11 - 20 years,11 - 20 years,Master's degree
45-54,Engineering or Manufacturing,Woman,White,Executive Assistant,5/3/2021 19:33:17,21 - 30 years,21 - 30 years,College degree
25-34,Education (Primary/Secondary),Woman,White,Director of Finance and Operations,4/29/2021 10:28:16,8 - 10 years,2 - 4 years,College degree
35-44,Education (Higher Education),Woman,White,Core Faculty ,4/27/2021 13:56:17,11 - 20 years,11 - 20 years,PhD
25-34,Insurance,Woman,White,Underwriting Assistant,4/28/2021 15:47:14,2 - 4 years,2 - 4 years,College degree
45-54,Computing or Tech,Woman,White,Engineer,4/27/2021 11:39:11,21 - 30 years,21 - 30 years,College degree
35-44,Art & Design,Woman,"Hispanic, Latino, or Spanish origin",Assistant designer ,11/16/2021 22:07:47,11 - 20 years,5-7 years,College degree
25-34,Utilities & Telecommunications,Man,White,Pipefitter,10/26/2021 11:08:37,8 - 10 years,8 - 10 years,Some college
35-44,Government and Public Administration,Man,"Hispanic, Latino, or Spanish origin",Business Intelligence Analyst,5/7/2021 10:40:53,11 - 20 years,2 - 4 years,Master's degree
25-34,Engineering or Manufacturing,Woman,White,Technical Author,5/10/2021 13:50:04,8 - 10 years,8 - 10 years,College degree
25-34,Law,Woman,White,Paralegal,5/2/2021 11:45:12,8 - 10 years,8 - 10 years,College degree
35-44,Computing or Tech,Woman,White,Client Relationship Manger / Client Success Coach,5/1/2021 6:57:25,21 - 30 years,11 - 20 years,College degree
25-34,Health care,Woman,White,Data Programmer Analyst,4/27/2021 11:03:24,5-7 years,5-7 years,Master's degree
25-34,Computing or Tech,Man,White,Senior Software Engineer,5/2/2021 19:01:58,5-7 years,5-7 years,Master's degree
25-34,Environmental Consulting,Other or prefer not to answer,Another option not listed here or prefer not to answer,Engineer,4/28/2021 0:24:14,8 - 10 years,8 - 10 years,Master's degree
25-34,Computing or Tech,Non-binary,White,Product Marketing Manager,5/13/2021 20:33:40,11 - 20 years,11 - 20 years,College degree
25-34,Property or Construction,Man,White,District Manager,4/28/2021 17:07:09,5-7 years,1 year or less,Some college
25-34,"Marketing, Advertising & PR",Woman,White,WEB CONTENT WRITER,4/13/2023 14:27:17,11 - 20 years,5-7 years,College degree
45-54,Health care,Woman,White,Nurse Anesthetist ,4/27/2021 13:57:54,21 - 30 years,11 - 20 years,Master's degree
35-44,Sales Operations,Woman,White,Manager Sales Strategy and Operations,4/27/2021 13:09:48,11 - 20 years,5-7 years,College degree
25-34,Engineering or Manufacturing,Woman,White,Project surveyor ,4/28/2021 15:57:08,5-7 years,11 - 20 years,College degree
25-34,"Accounting, Banking & Finance",Woman,White,Investment Banker,4/27/2021 15:19:26,8 - 10 years,5-7 years,Master's degree
25-34,Education (Higher Education),Woman,White,Library Associate/Student Supervisor,4/28/2021 9:23:30,11 - 20 years,5-7 years,Some college
45-54,Nonprofits,Other or prefer not to answer,Another option not listed here or prefer not to answer,Director of Finance and Administration,4/27/2021 11:54:44,21 - 30 years,11 - 20 years,Master's degree
25-34,Supply chain,Woman,White,Material Planner,4/27/2021 11:42:40,5-7 years,2 - 4 years,Master's degree
45-54,Food production,Woman,White,Pricing coordinator,4/28/2021 9:44:16,21 - 30 years,11 - 20 years,College degree
45-54,Health care,Woman,White,CEO,4/28/2021 20:21:21,21 - 30 years,21 - 30 years,Master's degree
35-44,Law,Woman,White,Law Librarian,4/27/2021 11:45:10,11 - 20 years,11 - 20 years,Master's degree
18-24,Nonprofits,Other or prefer not to answer,White,Research Assistant,2/29/2024 16:57:51,1 year or less,1 year or less,College degree
35-44,Law,Woman,White,Attorney,4/28/2021 23:37:52,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
35-44,Retail,Woman,White,Program Analyst,4/28/2021 1:15:30,11 - 20 years,2 - 4 years,Some college
25-34,Computing or Tech,Woman,Asian or Asian American,Senior Software Engineer,5/4/2021 5:39:55,8 - 10 years,5-7 years,College degree
25-34,Computing or Tech,Woman,White,Data Analyst,4/27/2021 18:07:24,2 - 4 years,2 - 4 years,College degree
45-54,Retail,Woman,White,Assistant Buyer,4/27/2021 22:15:26,5-7 years,2 - 4 years,College degree
35-44,"Accounting, Banking & Finance",Man,White,Finance Manager ,4/27/2021 16:45:01,21 - 30 years,21 - 30 years,Some college
35-44,Health care,Woman,White,Pharmacy Buyer,9/23/2024 22:53:33,21 - 30 years,11 - 20 years,Some college
35-44,Nonprofits,Man,White,Grants and Sponsorships Manager,4/28/2021 17:34:01,11 - 20 years,11 - 20 years,Master's degree
25-34,"Marketing, Advertising & PR",Woman,White,Senior Associate,4/29/2021 12:24:40,5-7 years,5-7 years,College degree
35-44,Engineering or Manufacturing,Woman,White,User Experience Lead,5/8/2021 13:04:39,11 - 20 years,8 - 10 years,Master's degree
25-34,"Leisure, Sport & Tourism",Woman,White,Account Manager,5/6/2021 14:13:24,8 - 10 years,5-7 years,Some college
25-34,Business or Consulting,Non-binary,White,"Vice President, Learning and Development",4/27/2021 13:03:39,11 - 20 years,11 - 20 years,Master's degree
45-54,Transport or Logistics,Woman,"Hispanic, Latino, or Spanish origin, White",Learning and Development Manager,5/5/2021 20:36:37,21 - 30 years,8 - 10 years,Master's degree
65 or over,Government and Public Administration,Woman,White,Office Associate,4/27/2021 15:04:09,41 years or more,11 - 20 years,College degree
25-34,"Accounting, Banking & Finance",Woman,"Hispanic, Latino, or Spanish origin",Consultant,4/27/2021 11:50:26,8 - 10 years,8 - 10 years,College degree
25-34,Law,Woman,White,deputy county counsel (attorney),4/28/2021 1:20:29,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)"
25-34,Recruitment or HR,Woman,White,HR Generalist,4/29/2021 10:30:19,11 - 20 years,5-7 years,College degree
25-34,Insurance,Woman,White,Actuarial Analyst,4/27/2021 14:16:43,5-7 years,5-7 years,College degree
25-34,Social Work,Woman,White,Program Director,4/30/2021 17:37:22,8 - 10 years,8 - 10 years,Master's degree
45-54,Government and Public Administration,Woman,White,Supervisor,4/27/2021 11:13:34,21 - 30 years,11 - 20 years,Master's degree
25-34,Government and Public Administration,Non-binary,White,Clerk IV,4/27/2021 11:33:51,5-7 years,2 - 4 years,College degree
35-44,Media & Digital,Woman,Black or African American,news editor,4/29/2021 12:52:51,11 - 20 years,11 - 20 years,College degree
25-34,Education (Higher Education),Woman,White,Medical Research Specialist,4/30/2021 9:18:44,5-7 years,2 - 4 years,College degree
45-54,Health care,Woman,White,Instructional Designer,4/27/2021 15:26:15,21 - 30 years,5-7 years,College degree
18-24,Engineering or Manufacturing,Woman,Asian or Asian American,Multi-disciplinary engineer II ,4/28/2021 14:48:41,1 year or less,2 - 4 years,Master's degree
45-54,Government and Public Administration,Woman,White,Attorney,8/20/2021 17:26:19,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
35-44,Engineering or Manufacturing,Woman,White,Program manager,4/28/2021 14:03:09,11 - 20 years,11 - 20 years,Master's degree
25-34,Nonprofits,Woman,White,Associate Director of operations,4/27/2021 15:05:38,5-7 years,5-7 years,Master's degree
35-44,Education (Higher Education),Woman,White,Assistant Director,4/27/2021 13:21:27,21 - 30 years,11 - 20 years,Master's degree
18-24,Political Campaigning,Woman,White,Campaign Organizer,4/27/2021 12:20:49,1 year or less,1 year or less,College degree
18-24,Engineering or Manufacturing,Man,"Hispanic, Latino, or Spanish origin",Operations Project Lead,9/19/2024 11:08:07,5-7 years,1 year or less,Some college
25-34,Computing or Tech,Man,White,Systems Administrator,4/28/2021 14:08:37,8 - 10 years,2 - 4 years,High School
25-34,Property or Construction,Man,White,Engoneering Technician,10/26/2021 16:13:35,11 - 20 years,1 year or less,College degree
45-54,Government and Public Administration,Woman,White,Project Manager,4/29/2021 0:49:13,21 - 30 years,11 - 20 years,Master's degree
45-54,Education (Higher Education),Woman,Another option not listed here or prefer not to answer,Manager ERP ITS,5/1/2021 11:26:30,31 - 40 years,11 - 20 years,College degree
35-44,"Accounting, Banking & Finance",Woman,White,Controller,4/27/2021 18:26:04,11 - 20 years,11 - 20 years,Master's degree
25-34,Computing or Tech,Woman,White,Junior Application Developer,4/28/2021 13:59:03,2 - 4 years,2 - 4 years,College degree
45-54,Computing or Tech,Woman,White,Executive Assistant to CEO,4/28/2021 23:41:59,21 - 30 years,8 - 10 years,College degree
25-34,Engineering or Manufacturing,Man,Black or African American,Project Engineer ,4/28/2021 17:12:06,8 - 10 years,8 - 10 years,Master's degree
25-34,Education (Primary/Secondary),Woman,Another option not listed here or prefer not to answer,HR Generalist,4/27/2021 11:19:56,11 - 20 years,8 - 10 years,Master's degree
25-34,Government and Public Administration,Woman,"Hispanic, Latino, or Spanish origin, Native American or Alaska Native, White",Human Resources Technician,4/28/2021 10:36:07,11 - 20 years,5-7 years,College degree
55-64,Utilities & Telecommunications,Woman,White,LNP Specialist/911 admin,4/27/2021 11:37:04,31 - 40 years,11 - 20 years,College degree
25-34,Manufacturing (pharmaceuticals) ,Woman,White,Senior Quality Control Chemist,4/27/2021 11:53:02,5-7 years,5-7 years,PhD
25-34,Health care,Man,White,Registered Nurse,4/28/2021 17:13:35,1 year or less,1 year or less,College degree
25-34,Sales,Woman,White,Sales Analyst,4/29/2021 15:12:25,2 - 4 years,2 - 4 years,College degree
35-44,Nonprofits,Woman,White,IT Project Manager and Data Analyst,4/28/2021 11:40:36,11 - 20 years,1 year or less,College degree
35-44,Hospitality & Events,Woman,White,Controller ,5/3/2021 22:03:50,11 - 20 years,2 - 4 years,College degree
25-34,Law Enforcement & Security,Non-binary,White,Public safety telecommunicator/911 dispatcher,4/28/2021 3:47:57,5-7 years,5-7 years,College degree
25-34,Art & Design,Man,White,Associate creative director,4/29/2021 10:01:49,5-7 years,5-7 years,College degree
45-54,Nonprofits,Woman,White,Fundraising Manager,4/27/2021 12:34:23,21 - 30 years,8 - 10 years,College degree
25-34,"Marketing, Advertising & PR",Woman,White,Senior copywriter,5/1/2021 16:49:16,8 - 10 years,5-7 years,College degree
25-34,Recruitment or HR,Woman,"Hispanic, Latino, or Spanish origin",Project Coordinator ,4/27/2021 13:55:21,8 - 10 years,2 - 4 years,College degree
45-54,Utilities & Telecommunications,Woman,White,Operations admin,4/30/2021 18:14:39,21 - 30 years,2 - 4 years,Some college
25-34,Education (Higher Education),Woman,White,University Archives Assistant,4/27/2021 12:55:38,8 - 10 years,8 - 10 years,Master's degree
45-54,Government and Public Administration,Woman,White,Special Projects Coordinator III,4/27/2021 16:08:58,21 - 30 years,11 - 20 years,College degree
25-34,Education (Higher Education),Woman,White,Arts Producer,4/27/2021 11:11:20,8 - 10 years,8 - 10 years,College degree
35-44,Computing or Tech,Woman,"Hispanic, Latino, or Spanish origin",Compliance manager ,4/28/2021 16:11:18,11 - 20 years,11 - 20 years,Master's degree
35-44,Finance,Woman,Black or African American,Structured Finance Manager,4/27/2021 14:29:56,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
18-24,Nonprofits,Woman,White,Animal Caregiver,4/27/2021 15:24:21,5-7 years,2 - 4 years,College degree
35-44,Computing or Tech,Man,White,Staff Software Engineer,4/27/2021 22:55:55,11 - 20 years,8 - 10 years,College degree
35-44,Property or Construction,Woman,White,Office Manager/Project Manager Assistant,4/27/2021 16:12:17,11 - 20 years,5-7 years,College degree
18-24,Law,Woman,White,Administrative Assistant,10/26/2021 11:50:19,5-7 years,2 - 4 years,College degree
25-34,Computing or Tech,Woman,White,Project Manager,4/27/2021 11:15:15,8 - 10 years,5-7 years,College degree
25-34,Health care,Woman,White,Psychologist,4/27/2021 12:46:24,5-7 years,5-7 years,PhD
25-34,Engineering or Manufacturing,Woman,White,Senior Project Engineer,4/27/2021 17:04:44,5-7 years,5-7 years,College degree
25-34,"Accounting, Banking & Finance",Man,White,Business Control Specialist,4/27/2021 14:24:08,5-7 years,5-7 years,College degree
25-34,"Accounting, Banking & Finance",Woman,Black or African American,Financial Services Associate,5/5/2021 18:25:38,8 - 10 years,5-7 years,College degree
45-54,Law,Woman,Asian or Asian American,Counsel,4/27/2021 11:42:39,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)"
25-34,Computing or Tech,Woman,Another option not listed here or prefer not to answer,Senior software development engineer,4/27/2021 11:36:02,5-7 years,5-7 years,College degree
